Sample,MLG,PSex,aest06_1,aest07_1,aest15_1,aest26_1,aest28_1,aest35_1,aest36_1,aest01_1,aest10_1,aest18_1,aest24_1,aest25_1,aest29_1,aest31_1
UST40,MLG129,-,218,256,312,178,356,152,322,242,280,144,298,128,216,313
LIM022,MLG130,-,218,256,312,178,359,148,322,242,290,164,298,122,211,318
RIETH65,MLG131,-,218,256,312,178,359,148,326,248,295,144,298,128,211,313
LIM039,MLG132,6.45E-07,218,256,312,178,359,152,322,236,295,144,298,128,216,318
LIM204,MLG132,6.45E-07,218,256,312,178,359,152,322,236,295,144,298,128,216,318
SCHLIGR4,MLG133,-,218,256,312,178,359,152,322,254,290,144,298,122,211,318
UEBERL87,MLG134,-,218,256,312,178,383,144,326,242,288,144,298,128,211,308
SCHLIGR28,MLG135,-,218,256,312,178,383,148,322,248,290,144,298,128,211,318
BRU026,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU031,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU078,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU157,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU178,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU183,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU186,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU208,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU209,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU212,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU214,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU215,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU216,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU217,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU218,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU227,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU230,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU231,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU232,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU237,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU238,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU239,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU240,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU241,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU242,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU246,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
BRU247,MLG136,1.19E-13,218,256,312,178,389,148,322,242,290,160,298,128,216,328
SCHLIGR23,MLG137,-,218,256,312,178,389,148,322,242,295,160,298,128,211,308
SCHLIDR23,MLG138,-,218,256,312,178,389,148,326,242,290,160,298,122,211,308
SCHLIGR22,MLG139,-,218,256,312,178,389,152,322,242,295,160,298,128,211,308
LIM078,MLG140,-,218,256,312,181,353,152,322,236,280,144,298,128,216,313
BUR78,MLG141,-,218,256,322,157,353,164,322,260,299,160,313,140,209,318
BUR2,MLG142,-,218,256,322,157,353,164,350,260,299,160,313,137,209,308
BUR1,MLG143,-,218,256,322,157,353,164,350,260,299,160,313,137,209,318
BUR83,MLG144,-,218,256,322,157,356,164,350,260,299,160,313,140,209,308
BUR90,MLG145,-,218,256,322,157,359,164,350,236,299,160,313,140,209,308
BUR71,MLG146,7.24E-14,218,256,322,157,359,164,350,260,299,160,313,140,209,308
BUR72,MLG146,7.24E-14,218,256,322,157,359,164,350,260,299,160,313,140,209,308
BUR79,MLG146,7.24E-14,218,256,322,157,359,164,350,260,299,160,313,140,209,308
BUR91,MLG147,-,218,256,322,157,359,164,350,260,299,160,313,140,209,313
BUR73,MLG148,-,218,256,322,157,359,164,350,260,299,160,313,140,209,318
ALD27,MLG149,-,218,261,312,142,353,140,326,242,290,164,298,128,211,308
KON4,MLG150,-,218,261,312,142,353,148,326,236,280,144,301,128,216,308
KON3,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON10,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON12,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON13,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON9,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON16,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON31,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON35,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON40,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON41,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON46,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON48,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON59,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON61,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON62,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON64,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON68,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON78,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON83,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON84,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON96,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON97,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON109,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON119,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON120,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON122,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON126,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON128,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON132,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON134,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON137,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON138,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON140,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON141,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON142,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON144,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON145,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON146,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON150,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON152,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON154,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON155,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON156,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON157,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON158,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON160,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON161,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON164,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON172,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON173,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON174,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON176,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON177,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON178,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON179,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON184,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON186,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON195,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON196,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON201,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON203,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON225,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON226,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON230,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON240,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON279,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON280,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON281,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON282,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON284,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON286,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON288,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
KON311,MLG151,0,218,261,312,142,353,148,326,236,290,144,301,128,216,308
ALD14,MLG152,3.93E-11,218,261,312,142,353,148,326,242,290,164,298,128,211,308
ALD19,MLG152,3.93E-11,218,261,312,142,353,148,326,242,290,164,298,128,211,308
ALD28,MLG152,3.93E-11,218,261,312,142,353,148,326,242,290,164,298,128,211,308
SCHLIDR34,MLG153,-,218,261,312,142,353,148,326,254,290,160,298,122,216,308
KON1,MLG154,-,218,261,312,142,353,148,326,260,290,144,301,128,216,308
UST11,MLG155,-,218,261,312,142,356,148,322,242,295,164,298,128,216,318
LIM005,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM006,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM007,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM009,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM014,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM015,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM016,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM017,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM018,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM020,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM025,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM027,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM029,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM030,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM031,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM032,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM033,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM034,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM036,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM037,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM038,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM041,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM042,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM043,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM044,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM045,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM046,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM049,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM050,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM052,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM053,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM072,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM080,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM082,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM085,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM086,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM087,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM090,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM093,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM095,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM097,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM098,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM104,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM105,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM106,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM107,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM111,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM121,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM122,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM123,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM124,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM125,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM128,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM137,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM138,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM139,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM140,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM141,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM142,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM143,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM145,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM146,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM147,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM149,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM150,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM154,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM155,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM156,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM157,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM160,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM165,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM168,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM169,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM170,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM172,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM176,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM180,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM181,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM182,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM184,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM186,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM196,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM199,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM203,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM206,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM210,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM212,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM216,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM218,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM220,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM221,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM223,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM225,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM226,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM227,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM228,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM229,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM230,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM231,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
LIM233,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
BRU248,MLG156,5.88E-14,218,261,312,142,359,148,322,236,280,144,298,128,216,318
FRIC37,MLG157,0,218,261,312,142,359,148,322,236,295,160,298,128,216,313
FRIC50,MLG157,0,218,261,312,142,359,148,322,236,295,160,298,128,216,313
FRIC51,MLG157,0,218,261,312,142,359,148,322,236,295,160,298,128,216,313
FRIC53,MLG157,0,218,261,312,142,359,148,322,236,295,160,298,128,216,313
FRIC54,MLG157,0,218,261,312,142,359,148,322,236,295,160,298,128,216,313
FRIC55,MLG157,0,218,261,312,142,359,148,322,236,295,160,298,128,216,313
FRIC128,MLG157,0,218,261,312,142,359,148,322,236,295,160,298,128,216,313
LIM074,MLG158,-,218,261,312,142,359,148,322,236,295,160,298,128,216,318
BOHBU30,MLG159,-,218,261,312,142,359,148,326,236,295,140,298,128,216,313
UST2,MLG160,-,218,261,312,142,377,148,326,242,295,144,298,128,216,308
BOHBU534,MLG161,-,218,261,312,142,383,148,326,254,280,160,298,122,211,308
BOHHAS39,MLG162,-,218,261,312,142,389,140,322,236,280,140,298,128,216,318
HAN011,MLG163,-,218,261,312,142,389,148,322,236,290,144,298,122,221,313
HAN002,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN003,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN004,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN005,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN006,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN009,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN014,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN017,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN020,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN022,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
HAN024,MLG164,0,218,261,312,142,389,148,322,236,295,144,298,122,221,313
BOHBU90,MLG165,-,218,261,312,142,389,148,326,242,280,140,298,122,211,308
BOHBU68,MLG166,-,218,261,312,142,392,140,322,254,280,164,298,122,211,313
RIETH51,MLG167,-,218,261,312,142,392,148,326,236,290,140,292,122,211,318
RIETH8,MLG168,-,218,261,312,142,392,148,326,242,295,160,298,122,211,313
BOHBU248,MLG169,-,218,261,312,145,338,148,326,236,280,140,298,128,216,318
KON11,MLG170,1.61E-05,218,261,312,145,353,148,322,242,290,140,298,128,216,308
KON182,MLG170,1.61E-05,218,261,312,145,353,148,322,242,290,140,298,128,216,308
KON199,MLG171,-,218,261,312,145,353,148,322,242,290,144,298,128,216,308
KON21,MLG172,0,218,261,312,145,353,148,326,236,280,144,301,128,216,308
KON100,MLG172,0,218,261,312,145,353,148,326,236,280,144,301,128,216,308
KON168,MLG172,0,218,261,312,145,353,148,326,236,280,144,301,128,216,308
KON169,MLG172,0,218,261,312,145,353,148,326,236,280,144,301,128,216,308
KON180,MLG172,0,218,261,312,145,353,148,326,236,280,144,301,128,216,308
KON233,MLG172,0,218,261,312,145,353,148,326,236,280,144,301,128,216,308
KON283,MLG172,0,218,261,312,145,353,148,326,236,280,144,301,128,216,308
KON285,MLG172,0,218,261,312,145,353,148,326,236,280,144,301,128,216,308
KON98,MLG173,-,218,261,312,145,353,148,326,236,290,144,298,128,216,308
KON153,MLG174,0,218,261,312,145,353,148,326,236,290,144,301,122,216,308
KON162,MLG174,0,218,261,312,145,353,148,326,236,290,144,301,122,216,308
KON205,MLG174,0,218,261,312,145,353,148,326,236,290,144,301,122,216,308
KON211,MLG174,0,218,261,312,145,353,148,326,236,290,144,301,122,216,308
KON212,MLG174,0,218,261,312,145,353,148,326,236,290,144,301,122,216,308
KON217,MLG174,0,218,261,312,145,353,148,326,236,290,144,301,122,216,308
KON72,MLG175,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,211,308
KON159,MLG175,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,211,308
KON171,MLG175,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,211,308
KON278,MLG175,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,211,308
KON17,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON93,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON102,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON139,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON147,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON148,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON149,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON151,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON167,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON197,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON198,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON204,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON208,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON209,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON213,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON214,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON220,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON222,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
KON246,MLG176,1.29E-13,218,261,312,145,353,148,326,236,290,144,301,128,216,308
RIETH41,MLG177,-,218,261,312,145,353,148,326,242,290,140,292,122,211,313
KON127,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON136,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON183,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON185,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON206,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON210,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON218,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON219,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON221,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON227,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON232,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON234,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON237,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON239,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON242,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON243,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON244,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON245,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON312,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON314,MLG178,0,218,261,312,145,353,148,326,248,280,144,298,128,216,308
KON304,MLG179,-,218,261,312,145,353,152,326,236,290,144,298,128,216,308
KON24,MLG180,3.65E-14,218,261,312,145,353,152,326,248,290,144,298,128,216,308
KON57,MLG180,3.65E-14,218,261,312,145,353,152,326,248,290,144,298,128,216,308
KON60,MLG180,3.65E-14,218,261,312,145,353,152,326,248,290,144,298,128,216,308
KON188,MLG180,3.65E-14,218,261,312,145,353,152,326,248,290,144,298,128,216,308
KON207,MLG180,3.65E-14,218,261,312,145,353,152,326,248,290,144,298,128,216,308
KON223,MLG180,3.65E-14,218,261,312,145,353,152,326,248,290,144,298,128,216,308
